google_maps_profile_id,review_id,review,rating,source_url
274363,2001483,Great location. Soooooo friendly people. Excellent food. 5star location.,5,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNVazRtdjdBRRAB!2m1!1s0x0:0xe0fdd56ec1cd0a99!3m1!1s2@1:CIHM0ogKEICAgICUk4mv7AE%7CCgwIpK-X6gUQ-IilkgI%7C?hl=en,https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUNVazRtdjdBRRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnSUNVazRtdjdBRRItChZDSUhNMG9nS0VJQ0FnSUNVazhteWJnEhNDZ3dJcEstWDZnVVEtSWlsa2dJGi0KFkNJSE0wb2dLRUlDQWdJQ1VrNG12SEESE0Nnd0lvNi1YNmdVUXVLZmh4QU0iEgkAAAAAAAAAABGZCs3BbtX94CoTQ2d3SXBLLVg2Z1VRLUlpbGtnSQ&wv=1&d=286732320,0ahUKEwjP_MegkZGNAxVtE1cBHZaSM70QoykIBCgB,1,0,0ahUKEwjP_MegkZGNAxVtE1cBHZaSM70Q0pMFCAIoAA"
17026,3022253,Oggi a pranzo.. carne e verdure sono arrivate fredde.. carne quasi cruda anche se chiesto cottura media.. nessuna scusa o ev.piccolo sconto per il disagio (piatto 44 fr) .. 2 camerieri molto indaffarati.. servizio un po’ sbrigativo anche se tutto sommato gentile.. non ci ritornerei più..peccato.. posizione ottima fronte lago,2,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURmaU43OXlBRRAB!2m1!1s0x0:0x8ec8bd8b6247548!3m1!1s2@1:CIHM0ogKEICAgIDfiN79yAE%7CCgsIt4rguwYQ4P3IHA%7C?hl=en,https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSURmaU43OXlBRRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnSURmaU43OXlBRRIsChZDSUhNMG9nS0VJQ0FnSURmaU43OUtBEhJDZ3NJdDRyZ3V3WVE0UDNJSEEaLQoXQ0lITTBvZ0tFSUNBZ0lEZmlONzlxQUUSEkNnc0l0NHJndXdZUTRQM0lIQSISCQAAAAAAAAAAEUh1JLbYi-wIKhJDZ3NJdDRyZ3V3WVE0UDNJSEE&wv=1&d=286732320,0ahUKEwieqZ6NwJGNAxUtkooHHZh2K8EQoykIJygG,1,0,0ahUKEwieqZ6NwJGNAxUtkooHHZh2K8EQ0pMFCB4oAw"
17026,3022385,Bijna 6 euro voor een colaatje is toch wel aan de prijzige kant. Locatie is wel super.,3,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURwMXBta0R3EAE!2m1!1s0x0:0x8ec8bd8b6247548!3m1!1s2@1:CIHM0ogKEICAgIDp1pmkDw%7CCgsIj_WNpwYQgKudNw%7C?hl=en,https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSURwMXBta0R3EAE&t=1&entityid=ChZDSUhNMG9nS0VJQ0FnSURwMXBta0R3Ei0KF0NJSE0wb2dLRUlDQWdJRHAxcG1randFEhJDZ3NJal9XTnB3WVFnS3VkTncaLAoWQ0lITTBvZ0tFSUNBZ0lEcDFwbWtUdxISQ2dzSWpfV05wd1lRZ0t1ZE53IhIJAAAAAAAAAAARSHUkttiL7AgqEkNnc0lqX1dOcHdZUWdLdWROdw&wv=1&d=286732320,0ahUKEwiCu8CSwJGNAxV_3SkDHY0DN0sQoykIMygE,1,1,0ahUKEwiCu8CSwJGNAxV_3SkDHY0DN0sQ0pMFCC0oBQ"
17026,3022510,"Wir (2 Personen) kamen um 20.30 Uhr ins Restaurant und wollten Pasta bestellen. Nicht nur, dass die Zutaten vo der Hälfte der Speisekarte schon ausgegangen waren, es gab auch keinen Parmesan und sonst keinen einzigen Reibkäse mehr. Klassische Touristenfalle mit einer überteuerten Speisekarte und nochmals: Welches italienische Restaurant hat um 20.30 keinerlei Käse mehr?!
Absolut nicht zu empfehlen.",1,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURxai1Xcy13RRAB!2m1!1s0x0:0x8ec8bd8b6247548!3m1!1s2@1:CIHM0ogKEICAgIDqj-Ws-wE%7CCgwIv4HShwYQoPm_2AI%7C?hl=en,https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSURxai1Xcy13RRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnSURxai1Xcy13RRItChZDSUhNMG9nS0VJQ0FnSURxai1Xc0J3EhNDZ3dJdjRIU2h3WVFvUG1fMkFJGi4KF0NJSE0wb2dLRUlDQWdJRHFqLVdzaHdFEhNDZ3dJdjRIU2h3WVFvUG1fMkFJIhIJAAAAAAAAAAARSHUkttiL7AgqE0Nnd0l2NEhTaHdZUW9QbV8yQUk&wv=1&d=286732320,0ahUKEwjspKKXwJGNAxVFc0wIHZcOGNAQoykIBCgB,1,3,0ahUKEwjspKKXwJGNAxVFc0wIHZcOGNAQ0pMFCAIoAA"
17026,3022686,مطعم رائع بكل ماتعنيه الكلمه ولو فيع أكثر من 5نجوم يستاهلوها والله .. الأكل لذيذ جدا .. مقدمين الطلبات في قمة الأخلاق والذوق .. الجلسه مطله ع بحيرة لوجانو في منتهى الجمال,5,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURnamR6TjFBRRAB!2m1!1s0x0:0x8ec8bd8b6247548!3m1!1s2@1:CIHM0ogKEICAgIDgjdzN1AE%7CCgwIxp_E3QUQkL_bhwI%7C?hl=en,https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSURnamR6TjFBRRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnSURnamR6TjFBRRItChZDSUhNMG9nS0VJQ0FnSURnamR6Tk5BEhNDZ3dJeHBfRTNRVVFrTF9iaHdJGi4KF0NJSE0wb2dLRUlDQWdJRGdqZHpOdEFFEhNDZ3dJeHBfRTNRVVFrTF9iaHdJIhIJAAAAAAAAAAARSHUkttiL7AgqE0Nnd0l4cF9FM1FVUWtMX2Jod0k&wv=1&d=286732320,0ahUKEwjAocuiwJGNAxUHLeMCHfu3HEAQoykIGCgB,1,0,0ahUKEwjAocuiwJGNAxUHLeMCHfu3HEAQ0pMFCBYoBg"
71519,1549509,Super moment passé. A découvrir avec plaisir!,5,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNQMEkyeFZ3EAE!2m1!1s0x0:0xc0e4a78bff30ee91!3m1!1s2@1:CIHM0ogKEICAgICP0I2xVw%7CCgwIqa35uQYQoJC9jgM%7C?hl=en,https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUNQMEkyeFZ3EAE&t=1&entityid=ChZDSUhNMG9nS0VJQ0FnSUNQMEkyeFZ3Ei4KF0NJSE0wb2dLRUlDQWdJQ1AwSTJ4MXdFEhNDZ3dJcWEzNXVRWVFvSkM5amdNGi0KFkNJSE0wb2dLRUlDQWdJQ1AwSTJ4TncSE0Nnd0lxYTM1dVFZUW9KQzlqZ00iEgkAAAAAAAAAABGR7jD_i6fkwCoTQ2d3SXFhMzV1UVlRb0pDOWpnTQ&wv=1&d=286732320,0ahUKEwjowYWk65CNAxVRlIoHHbR_Hh4QoykIGCgK,1,1,0ahUKEwjowYWk65CNAxVRlIoHHbR_Hh4Q0pMFCAgoAQ"
71519,1549692,"Bien et bonne ambiance
Dommage du manque de sourire du patron",4,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQ0c0tqZ2RBEAE!2m1!1s0x0:0xc0e4a78bff30ee91!3m1!1s2@1:CIHM0ogKEICAgID4sKjgdA%7CCgwImcuv6AUQ2P371wE%7C?hl=en,https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUQ0c0tqZ2RBEAE&t=1&entityid=ChZDSUhNMG9nS0VJQ0FnSUQ0c0tqZ2RBEi4KF0NJSE0wb2dLRUlDQWdJREVsNzN1X3dFEhNDZ3dJbWN1djZBVVEyUDM3MXdFGisKFENJSE0wb2dLRUlDQWdJREVsNzBlEhNDZ3dJbWN1djZBVVEyUDM3MXdFIhIJAAAAAAAAAAARke4w_4un5MAqE0Nnd0ltY3V2NkFVUTJQMzcxd0U&wv=1&d=286732320,0ahUKEwjupOSq65CNAxVCMlcBHYoRKUgQoykIECgB,1,0,0ahUKEwjupOSq65CNAxVCMlcBHYoRKUgQ0pMFCA4oBA"
52807,9536,"Sehr lecker, immer wieder gerne😋
Una delicatesa",5,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNHNWEtVm5RRRAB!2m1!1s0x0:0xadb187532306c47a!3m1!1s2@1:CIHM0ogKEICAgICG5a-VnQE%7CCgwIw8mQjAYQkLj54gE%7C?hl=en,https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUNHNWEtVm5RRRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnSUNHNWEtVm5RRRItChZDSUhNMG9nS0VJQ0FnSUNHNWEtVlhREhNDZ3dJdzhtUWpBWVFrTGo1NGdFGi4KF0NJSE0wb2dLRUlDQWdJQ0c1YS1WM1FFEhNDZ3dJdzhtUWpBWVFrTGo1NGdFIhIJAAAAAAAAAAAResQGI1OHsa0qE0Nnd0l3OG1RakFZUWtMajU0Z0U&wv=1&d=286732320,0ahUKEwjexZm48o6NAxUtkooHHefCApcQoykIBCgB,1,1,0ahUKEwjexZm48o6NAxUtkooHHefCApcQ0pMFCAIoAA"
479001,3421130,"Ich finde das Personal ausserordentlich freundlich! :)
Das Essen schmeckt fantastisch und das Ambiente im Lokal lädt zum Verweilen ein.
Gerne wieder! :D",5,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNuaHRpVmdnRRAB!2m1!1s0x0:0x4ba59df531018543!3m1!1s2@1:CIHM0ogKEICAgICnhtiVggE%7CCgwI8c7PtwYQ4L_aiQI%7C?hl=en,https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUNuaHRpVmdnRRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnSUNuaHRpVmdnRRItChZDSUhNMG9nS0VJQ0FnSUNuaHRpVlFnEhNDZ3dJOGM3UHR3WVE0TF9haVFJGi4KF0NJSE0wb2dLRUlDQWdJQ25odGlWd2dFEhNDZ3dJOGM3UHR3WVE0TF9haVFJIhIJAAAAAAAAAAARQ4UBMfWdpUsqE0Nnd0k4YzdQdHdZUTRMX2FpUUk&wv=1&d=286732320,0ahUKEwiC2KKA0pGNAxWvW0cBHfynCZEQoykIPigH,1,1,0ahUKEwiC2KKA0pGNAxWvW0cBHfynCZEQ0pMFCDMoBw"
281321,1347,"Wir haben am letzten Freitag im 3692 das Jagtmenu genossen. Es war hervorragend, originell und eine Gaumenfreude . Unsere Freunde haben gesagt dass es das Beste war das sie je gegessen haben. Das Personal ist einfach top , die Besitzer haben uns königlich bewirtet , alle sind äusserst sympathisch und geerdet. Preis / Leistung ist spitze und das Ambiente muss man einfach einmal erleben.
Vielen Dank und bis zum nächsten Mal",5,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURGaXQ3WGFBEAE!2m1!1s0x0:0x18ff1a88af4964de!3m1!1s2@1:CIHM0ogKEICAgIDFit7XaA%7CCgwI7I6dqgYQ6JyBpAE%7C?hl=en,https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSURGaXQ3WGFBEAE&t=1&entityid=ChZDSUhNMG9nS0VJQ0FnSURGaXQ3WGFBEi4KF0NJSE0wb2dLRUlDQWdJREZpdDdYNkFFEhNDZ3dJN0k2ZHFnWVE2SnlCcEFFGi0KFkNJSE0wb2dLRUlDQWdJREZpdDdYR0ESE0Nnd0k3STZkcWdZUTZKeUJwQUUiEgkAAAAAAAAAABHeZEmviBr_GCoTQ2d3STdJNmRxZ1lRNkp5QnBBRQ&wv=1&d=286732320,0ahUKEwj49IGP8Y6NAxUQ6b4IHbH6FLIQoykINygH,1,0,0ahUKEwj49IGP8Y6NAxUQ6b4IHbH6FLIQ0pMFCCwoBg"
281321,1472,그린델발트에 차를 가지고 왔다면 반드시 들러야할 곳.,5,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR1aE9qRnBnRRAB!2m1!1s0x0:0x18ff1a88af4964de!3m1!1s2@1:CIHM0ogKEICAgIDuhOjFpgE%7CCgwIlqjelwYQ6L7OzAE%7C?hl=en,https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUR1aE9qRnBnRRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnSUR1aE9qRnBnRRItChZDSUhNMG9nS0VJQ0FnSUR1aE9qRlpnEhNDZ3dJbHFqZWx3WVE2TDdPekFFGi4KF0NJSE0wb2dLRUlDQWdJRHVoT2pGNWdFEhNDZ3dJbHFqZWx3WVE2TDdPekFFIhIJAAAAAAAAAAAR3mRJr4ga_xgqE0Nnd0lscWplbHdZUTZMN096QUU&wv=1&d=286732320,0ahUKEwiZqICU8Y6NAxU9gIoHHXuHETsQoykIESgE,1,0,0ahUKEwiZqICU8Y6NAxU9gIoHHXuHETsQ0pMFCAkoAQ"
